TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100
20120111 3:00,0.7256119478,3.2092132869,5.9911311605,6.7965213531,4.0635769978,7.7569249257,8.7568568745
20120111 4:00,0.6456184177,2.9498946342,6.2373636911,6.8997524715,3.7212374276,8.1067194139,8.9200060341
20120111 5:00,0.6056755688,2.789037723,6.1322444878,6.7367020031,3.5015470735,7.9927414346,8.7260957792
20120111 6:00,0.5664336293,2.6811986728,5.9633175192,6.5383470508,3.3496956631,7.8031056587,8.4916970599
20120111 7:00,0.5264728083,2.4922098355,5.915052671,6.4186414423,3.1012523793,7.8055620807,8.3990812423
20120111 8:00,0.4796915999,2.1510200643,5.6659569714,6.0605243766,2.6668135809,7.5884143788,8.0433778638
20120111 9:00,0.3989881744,1.7463531265,5.3571437479,5.6346018828,2.1802600974,7.4518373174,7.7642394024
20120111 10:00,0.2724740304,1.5916275326,4.4634260082,4.738718174,2.2099115562,7.3221382375,7.6483604423
20120111 11:00,0.3071151289,1.211125198,4.2548236982,4.4238387118,1.640244135,7.2951175959,7.4772415743
20120111 12:00,0.4844901334,0.2236224565,3.532487072,3.5395581528,-0.0386574053,6.4348786229,6.4349947387
20120111 13:00,0.603249344,-1.0920860901,2.7954255768,3.0011758002,-2.3847167692,5.3226107561,5.832414537
20120111 14:00,0.4696811761,-2.2646103459,2.709530508,3.5312909243,-4.0460969929,4.9040364529,6.3577098398
20120111 15:00,0.4655296359,-2.5325849758,2.596230822,3.6268996596,-4.3655240722,4.6279346238,6.3620420705
20120111 16:00,0.397289817,-2.7432137563,2.4637070015,3.6871498345,-4.7388628947,4.4338772884,6.4896910052
20120111 17:00,0.652321987,-3.0887315161,2.4743416291,3.9576039312,-5.2874148831,4.4338772884,6.9004365047
20120111 18:00,0.8601775637,-3.3112622653,2.4984740532,4.1481116649,-5.6450294472,4.4441942606,7.1845125156
20120111 19:00,0.8668182308,-3.6744526454,2.4064436223,4.392331175,-6.2061608424,4.2638928882,7.5297553057
20120111 20:00,0.8556486108,-4.1407934214,2.068589685,4.6287399412,-6.9097090929,3.6851598727,7.8309950221
20120111 21:00,0.8043294634,-4.8487802298,1.7716381615,5.1623029252,-7.2538457212,2.867662642,7.800113254
20120111 22:00,0.7012598397,-5.5888662873,1.4922746758,5.7846616223,-7.558447071,2.0835727501,7.8403697317
20120111 23:00,0.732800762,-5.5697510041,1.0992024799,5.6771799636,-7.3064096709,1.4910837716,7.4570069795
20120112 0:00,0.6154343841,-5.1160335283,0.9617703699,5.2056509014,-6.5786011359,1.274427354,6.700907251
20120112 1:00,0.21861184,-3.6754533969,0.5926345352,3.7229253773,-4.5637537165,0.7400610535,4.6233687229
20120112 2:00,0.0223572122,-2.6808811267,0.6439659486,2.7571390532,-3.2463417061,0.7812093467,3.3390152015
20120112 3:00,0.0011591963,-2.0812859445,0.7966606592,2.2285464744,-2.4792636228,0.9458025198,2.6535430122
20120112 4:00,0.016722979,-1.7497618544,1.1550059057,2.0965937111,-2.064506287,1.3772484859,2.481733185
20120112 5:00,0.0199040293,-1.9237228823,1.4448009736,2.4058594267,-2.2816964188,1.7296571363,2.8631891933
20120112 6:00,0.0197782251,-1.8987694562,1.8122429262,2.6247952056,-2.2674251986,2.1928809922,3.1543531948
20120112 7:00,0.0379838971,-1.8370988459,2.0740981109,2.7707066144,-2.2036506836,2.5461044602,3.3673022225
20120112 8:00,0.0383163797,-2.1165772186,2.1471966426,3.0150211515,-2.5925414328,2.703771683,3.7458847278
20120112 9:00,0.0924301786,-2.2591682251,2.2141224094,3.1632545128,-2.9818781576,2.9975134597,4.2280828147
20120112 10:00,0.0928255634,-2.027814317,1.1975654953,2.3550358851,-4.2444351656,2.7909571756,5.0798299018
20120112 11:00,0.0755454513,-2.5949700453,0.7700203055,2.7068063852,-5.4418797317,1.9614727687,5.784585589
20120112 12:00,0.1567520937,-2.0673833213,0.9392840166,2.2707549981,-5.0347039816,1.9891765701,5.4134155216
20120112 13:00,0.4980949642,-1.5223291991,1.110497022,1.8843274201,-4.1235757699,2.290251706,4.7168983461
20120112 14:00,0.587065526,-2.0716610515,1.4012667369,2.5010653691,-4.5869444493,2.8113276178,5.3799277277
20120112 15:00,0.4699687287,-2.951804039,1.4785887394,3.301419656,-5.3892546073,2.8223276566,6.0835514812
20120112 16:00,0.3720480932,-2.9250682253,1.2722884388,3.1897871393,-5.3477788738,2.4638078737,5.8880462057
20120112 17:00,0.4566604364,-2.3653985249,1.2576687325,2.6789626392,-4.707803845,2.7237347163,5.4389473106
20120112 18:00,0.4698429244,-2.2406313942,0.9067957803,2.4171693428,-4.6440293299,2.3782520164,5.2175752098
20120112 19:00,0.328951152,-2.9696279148,0.7657968348,3.0667792136,-5.6144723004,1.9064725747,5.9293285362
20120112 20:00,0.3055515618,-3.2722773261,1.1569551999,3.470784383,-5.731763891,2.3550297122,6.1967154403
20120112 21:00,0.3741777794,-3.4412476688,1.2934057924,3.6762867219,-5.2019448428,2.1631401466,5.6337736413
20120112 22:00,0.3016875741,-3.3849242212,1.1387617876,3.5713429396,-4.4589494435,1.5919529469,4.7346113172
20120112 23:00,0.3212411488,-3.2312824117,1.0640388441,3.4019648273,-4.1097505254,1.3446557784,4.3241355834
20120113 0:00,0.3401477301,-3.2473239,0.8788558971,3.3641492534,-4.0486518641,1.1120253283,4.198592889
20120113 1:00,0.3015617699,-3.1913111522,-0.127281974,3.1938483952,-3.8986302634,-0.1996929451,3.9037411803
20120113 2:00,0.1547482118,-2.096253362,0.057866525,2.0970519051,-2.4644651841,0.04786409,2.4649299411
20120113 3:00,0.008608605,-1.2013076553,0.5925220423,1.3394858914,-1.3456934802,0.7189118979,1.5256884543
20120113 4:00,0,-0.6386909444,1.2005308844,1.3598531269,-0.6558000247,1.4409131926,1.583131233
20120113 5:00,0.0065238489,-0.394109509,1.9509314747,1.9903406553,-0.4241017428,2.3398096114,2.3779342518
20120113 6:00,0.0392329535,-0.3524194916,2.5918904734,2.6157399955,-0.4018776219,3.1435287624,3.1691132361
20120113 7:00,0.0768304518,-0.5148120355,3.3736721652,3.4127254959,-0.6307387819,4.1967277216,4.2438608578
20120113 8:00,0.1190018331,-0.7701137611,3.6823837515,3.7620506773,-1.0232073002,4.7269324008,4.8364080784
20120113 9:00,0.2655188527,-1.4566093809,3.4168211798,3.714347569,-2.0147813758,4.6134887886,5.0342450074
20120113 10:00,0.2628230473,-1.3422596189,2.3016152843,2.6644124683,-2.8564608487,4.4966803234,5.327241548
20120113 11:00,0.1278440746,-1.0115188142,2.4075265019,2.6113893178,-2.6663736868,4.6793437668,5.3857039211
20120113 12:00,0.347183782,-1.5332396033,2.7597793666,3.157088189,-3.3922040188,5.0571686787,6.089499417
20120113 13:00,0.3601326336,-2.4329498834,3.2136285474,4.03071378,-4.3256170971,5.5287287787,7.0198151812
20120113 14:00,0.3812407893,-2.5048155325,2.937474854,3.860422175,-4.2674560998,5.008137965,6.5797133251
20120113 15:00,0.2981201251,-2.6358413014,2.4102723483,3.5717043774,-4.5431297699,4.3212272791,6.2700106303
20120113 16:00,0.2482746846,-2.8303947159,1.9701523994,3.4485699536,-4.9762637008,3.7126695966,6.2086323739
20120113 17:00,0.4009201682,-2.9006721738,1.8889537992,3.4615091384,-5.1370339372,3.5824017199,6.262804464
20120113 18:00,0.4548093167,-3.0749761513,1.8257993324,3.5761741475,-5.38575495,3.4550180028,6.3987112594
20120113 19:00,0.5893749326,-3.2393539342,1.7740205148,3.6933132413,-5.5942834037,3.3516689493,6.5214792452
20120113 20:00,0.5151414399,-3.3652180819,1.6430044159,3.7448840102,-5.7607278837,3.1526619346,6.5669827945
20120113 21:00,0.6034829805,-3.8484252359,1.4480493227,4.111839447,-5.7725492246,2.4614250093,6.2754233026
20120113 22:00,0.4573793178,-4.0830804767,1.2801604295,4.2790602829,-5.4264203627,1.7586514455,5.704287235
20120113 23:00,0.4329732936,-3.9667454758,1.3899942849,4.20323135,-5.0736715499,1.7927806678,5.3810970554
20120114 0:00,0.4217138133,-3.4231870585,1.7120428393,3.8274404399,-4.2655646853,2.1533006219,4.7782575959
20120114 1:00,0.1797652852,-3.3698803392,1.2586731235,3.5972700111,-4.1503175913,1.5632151178,4.4349495615
20120114 2:00,0.0514179936,-2.8374689394,1.5785907595,3.2470261422,-3.4492118032,1.9471838159,3.9608820831
20120114 3:00,0.0841091262,-2.5148115786,1.9485203338,3.1813532917,-3.0453642765,2.3929347116,3.8730324179
20120114 4:00,0.1232881636,-2.3906714331,2.486744049,3.4495225563,-2.9096450257,3.0679435134,4.2282752485
20120114 5:00,0.1191905395,-2.2793733716,3.0436230111,3.8025233728,-2.8070280312,3.7802258724,4.7084513393
20120114 6:00,0.127520578,-2.3478644864,3.4853951314,4.202433446,-2.926858199,4.3755815932,5.2642390899
20120114 7:00,0.1506865318,-2.5260484021,3.7370425027,4.5106991915,-3.2029310164,4.7718046115,5.7470763303
20120114 8:00,0.2652402861,-2.9712406479,3.6528954322,4.7087064069,-3.8510731945,4.7958026551,6.1506493849
20120114 9:00,0.3761816613,-3.3891434653,3.0396538097,4.5525584796,-4.7408618434,4.3480093728,6.4328031623
20120114 10:00,0.5347489307,-3.0274247655,1.60756593,3.4277644216,-5.7723281493,3.3400915402,6.6690316958
20120114 11:00,0.492433773,-3.2435998464,1.1753198932,3.4499734514,-6.4674755313,2.7146106156,7.0140823022
20120114 12:00,0.5351892455,-3.2821260985,1.1137972709,3.4659625051,-6.7303074462,2.6089171043,7.2182745014
20120114 13:00,0.5537723303,-3.1371175665,1.5341357034,3.4921453266,-6.4317250945,3.2624808458,7.2118561384
20120114 14:00,0.6121185435,-2.9059600542,1.77268471,3.4039704637,-6.002719853,3.6490025274,7.0248035616
20120114 15:00,0.71459509,-2.7026270573,1.5865291624,3.1338902013,-5.7855690518,3.3952359808,6.708236476
20120114 16:00,0.6440458646,-2.5790219986,1.4281580249,2.9480484755,-5.6538220718,3.2073364051,6.5002085224
20120114 17:00,0.5916663671,-2.6250394664,1.3833060487,2.9672155001,-5.6948688696,3.1332998875,6.4999307402
20120114 18:00,0.5428093886,-2.8508461103,1.3285310688,3.1452056126,-5.9649832808,3.0204580228,6.6861193684
20120114 19:00,0.5269580533,-3.1751087317,1.3118604228,3.4354465833,-6.3125569718,2.9484638919,6.9671956227
20120114 20:00,0.4161334963,-3.422318849,1.24914704,3.6431627237,-6.6071670528,2.770265653,7.164427978
20120114 21:00,0.4188562597,-4.0724493522,1.3150357839,4.279504976,-6.5336800438,2.3837439714,6.9549414258
20120114 22:00,0.2941213472,-4.4609223937,1.1927843795,4.6176361029,-6.0828273132,1.689332496,6.3130525425
20120114 23:00,0.2116656483,-4.7621762812,0.8673098615,4.8405112673,-6.1887545333,1.1450364425,6.293789886
20120115 0:00,0.1518906581,-4.4074137103,0.4410176268,4.4294234569,-5.5684182506,0.5675516052,5.59726689
20120115 1:00,0.1555389813,-3.3365425138,-0.2581672693,3.3465155439,-4.0829291289,-0.3355241706,4.0966921706
20120115 2:00,0.1153265519,-2.5113944305,0.102036372,2.5134664125,-2.9939480191,0.117559657,2.9962551651
20120115 3:00,0.1640577262,-2.1908513207,0.3390005284,2.2169237397,-2.5874936059,0.3952561965,2.6175084759
20120115 4:00,0.0419287589,-2.271404472,0.4214622425,2.3101750361,-2.683564649,0.4762041756,2.7254888814
20120115 5:00,0.0146472089,-2.5564708053,0.5510449361,2.6151851751,-3.0388163635,0.6279816365,3.1030252701
20120115 6:00,0.0112684663,-2.8039734929,0.7386226814,2.8996259784,-3.3634520312,0.8545235503,3.4703054713
20120115 7:00,0.0039268898,-3.1645844914,0.945230053,3.3027344514,-3.8617545846,1.1417764484,4.0270090551
20120115 8:00,0.0087793393,-3.7238654381,0.9184979589,3.835467677,-4.7036958691,1.155829917,4.8436244308
20120115 9:00,0.0356565185,-4.0790505766,0.6425683771,4.1293519741,-5.87185641,0.929850142,5.9450247255
20120115 10:00,0.1009489235,-3.5731934815,0.2257289431,3.5803163565,-6.9117462725,0.5178024427,6.931115055
20120115 11:00,0.2406725136,-3.4354601141,-0.0026265729,3.4354611181,-7.081718118,0.0680914475,7.0820454636
20120115 12:00,0.4671740771,-3.2964746251,-0.1467080294,3.2997375956,-7.0637707803,-0.2658189664,7.0687705692
20120115 13:00,0.4906185975,-3.2438855211,-0.3895623083,3.267193301,-7.0289318306,-0.9072192732,7.0872370843
20120115 14:00,0.5693001689,-3.0673363865,-0.6079499248,3.1270042563,-6.7723904737,-1.6481181377,6.9700477849
20120115 15:00,0.516192804,-2.7017169019,-0.7678894032,2.8087236164,-6.1579580879,-2.2855834733,6.5684350972
20120115 16:00,0.4816235937,-2.3636440908,-0.9237511046,2.5377410213,-5.4242286926,-2.8814505418,6.1420692063
20120115 17:00,0.3650300133,-2.1708173764,-1.1054387274,2.4360711939,-4.8541367883,-3.423352291,5.9398640446
20120115 18:00,0.282897811,-2.0865078605,-1.3016251132,2.4592159294,-4.5516713613,-3.8668797599,5.9724761414
20120115 19:00,0.2824754682,-2.0155543076,-1.480594218,2.5009235105,-4.3268017768,-4.235642776,6.0549057252
20120115 20:00,0.3121203407,-1.9208104457,-1.6604694955,2.5390296796,-4.040700099,-4.6128378731,6.1323348354
20120115 21:00,0.3976852018,-1.972564802,-2.092713865,2.8758413063,-3.5233944821,-4.8927829676,6.0293974694
20120115 22:00,0.4930088782,-1.9454355023,-2.6404952516,3.279776588,-2.721570776,-4.5807959647,5.3282867002
20120115 23:00,0.4012436649,-1.3285569656,-3.4546914068,3.701345205,-1.5476037434,-4.5431326689,4.7994928684
20120116 0:00,0.2582311923,-0.433290077,-3.7727580183,3.7975575513,-0.4037248948,-4.7803552188,4.7973732197
20120116 1:00,0.2306620898,0.3455391409,-3.959160767,3.974210774,0.5170914557,-4.9526667136,4.9795874477
20120116 2:00,0.082985874,0.2150952728,-4.0090223096,4.0147883949,0.3398496334,-4.989993408,5.0015529574
20120116 3:00,0.0533050573,0.2712864775,-3.8578117617,3.8673386122,0.4060787841,-4.7909177045,4.8080965496
20120116 4:00,0.0628032781,0.1433511453,-3.6431903388,3.6460095167,0.2490210839,-4.5224274465,4.5292782548
20120116 5:00,0.0226178067,-0.1080041544,-3.5006513635,3.5023170711,-0.0613097935,-4.3593687289,4.3597998354
20120116 6:00,0.0113762985,-0.3157109291,-3.314754525,3.3297553892,-0.3047807664,-4.1478507939,4.159033244
20120116 7:00,0.0026598613,-0.7210903346,-3.0578591855,3.1417310625,-0.7816306513,-3.8623343245,3.9406310293
20120116 8:00,0.0018690917,-1.3868557692,-2.9646397796,3.2729891457,-1.6388250871,-3.8826348074,4.2143327721
20120116 9:00,0,-1.9979351207,-2.0389494001,2.8546557416,-3.4509808003,-3.9474653819,5.2432577111
20120116 10:00,0,-2.627577638,-1.9327226353,3.2618370635,-5.2492599295,-4.6481594698,7.0114275482
20120116 11:00,0.0249721433,-2.6456390966,-2.1798624556,3.4280032898,-5.535622162,-5.3023589033,7.6653847039
20120116 12:00,0.2936271162,-2.3265533269,-2.3261952439,3.2899900753,-4.9969584031,-5.6461574043,7.539806809
20120116 13:00,0.6545505194,-2.0982765577,-2.7310492916,3.4440375645,-4.3138520205,-6.4889548727,7.7920378974
20120116 14:00,0.7227094641,-2.0857338781,-3.4242331296,4.0094461383,-3.8319561051,-7.6179236648,8.5274057341
20120116 15:00,0.7179289026,-2.1188465523,-4.1342181397,4.6455645877,-3.6093000081,-8.5727012164,9.301518838
20120116 16:00,0.7742083318,-2.0501126679,-4.6051929288,5.0409090313,-3.3967359721,-9.1542118239,9.7640877393
20120116 17:00,0.8714909601,-1.9813787836,-4.8891869328,5.2754156943,-3.1684030908,-9.4718161535,9.9876964006
20120116 18:00,0.9655476079,-2.513690107,-5.1200675543,5.70383465,-3.9133233474,-9.5183108079,10.291372127
20120116 19:00,0.9673448115,-2.9662299879,-6.0473838537,6.7356790167,-4.5497539477,-10.499282531,11.4426917571
20120116 20:00,0.9613691097,-2.8117041749,-6.7676663563,7.3285051871,-4.1933780417,-11.3853003823,12.13299156
20120116 21:00,0.9340516157,-2.7730727217,-7.2462287714,7.7587217844,-3.9675681756,-11.4913867769,12.1570377677
20120116 22:00,0.921552065,-2.7620351636,-7.4912006985,7.9841672171,-3.7606809239,-11.1816406988,11.7971102279
20120116 23:00,0.8767927105,-2.5322532728,-7.6380754602,8.0468940202,-3.3273530524,-10.6852611487,11.1913396942
20120117 0:00,0.866395888,-2.0104778003,-7.6250681012,7.8856632272,-2.5754945038,-10.3427723562,10.6586167935
20120117 1:00,0.8334351749,-0.2645738069,-7.1934688949,7.1983327265,-0.1958102772,-9.4927187947,9.4947381102
20120117 2:00,0.7440422702,1.3158704292,-5.6906300546,5.8407863687,1.6866623476,-7.3989625015,7.5887730216
20120117 3:00,0.6406203947,2.9331089815,-4.2787964552,5.1876032426,3.859446747,-5.4586069032,6.6851864982
20120117 4:00,0.5713220229,3.5154004285,-3.4171688535,4.9025588366,4.6165343161,-4.4304958628,6.3985687995
20120117 5:00,0.5605927177,4.3218805002,-3.033527494,5.2802405357,5.6303485722,-3.9512546848,6.8784619377
20120117 6:00,0.5297437188,3.8221623444,-2.8444202732,4.7644151454,5.1669882103,-3.8381080729,6.4365239645
20120117 7:00,0.4830433845,3.7340271217,-2.8456726389,4.6947642447,5.0759100065,-3.8391960211,6.3642979568
20120117 8:00,0.4652780274,3.1782618097,-1.5862101997,3.55209951,5.5614706806,-2.8839775096,6.2647651517
20120117 9:00,0.7223320513,4.5850026457,6.2039219109,7.7143305826,6.4944530307,9.3336806733,11.3708185756
20120117 10:00,0.2924679199,1.1665539597,5.4312122739,5.5550800989,1.7646480596,8.4344914936,8.6171125982
20120117 11:00,0.3482710902,0.6253352378,3.0467079806,3.1102208409,1.074161427,6.0850673755,6.1791478163
20120117 12:00,0.1368570504,0.7352903457,2.6480382327,2.7482282246,1.313241712,5.7086373015,5.857742196
20120117 13:00,0.0575374717,1.3526647455,2.453504094,2.8016752583,2.2251622276,5.1026501592,5.56672126
20120117 14:00,0.1023597283,0.4229664983,2.3591592112,2.3967755094,0.8840356766,5.232659968,5.3068116057
20120117 15:00,0.148808454,-0.2046760827,1.5346851252,1.5482734682,-0.5669539577,3.8422621802,3.8838660445
20120117 16:00,0.0376963445,0.7250221644,1.7680426007,1.9109243253,0.9790985518,4.0342850358,4.1513961175
20120117 17:00,0.0127871033,1.5178113278,1.9220835818,2.4491134156,2.3526717129,4.0310211913,4.6673542862
20120117 18:00,0.0001527623,1.0720011237,1.9270930446,2.2051925113,1.6337231416,3.8618452476,4.1931968735
20120117 19:00,0.0013748607,0.3955846816,1.7884979072,1.8317237794,0.349520468,3.5403565572,3.5575678644
20120117 20:00,0,0.9214011315,1.8824253347,2.0958304287,1.1265313942,3.6687344437,3.8377969463
20120117 21:00,0.0033877287,0.7391409137,2.2143022452,2.3344086454,0.5396462185,3.4571285206,3.4989935195
20120117 22:00,0,0.3895949091,1.9333548731,1.9722183598,0.3563513333,2.4893986049,2.5147746791
20120117 23:00,0,-0.0776073393,1.6853864645,1.687172319,-0.2447648118,2.00526166,2.0201445834
20120118 0:00,0.0184842385,-0.0151425698,1.5284232967,1.528498306,-0.1719022487,1.7577534466,1.7661391684
20120118 1:00,0.0048704216,-0.2397704768,-0.2891518799,0.3756310573,-0.2349520364,-0.5245477055,0.5747632163
20120118 2:00,0,0.8645539303,0.3259732428,0.9239653963,0.9943094284,0.1638063433,1.0077121402
20120118 3:00,0,1.8494615626,1.5700361781,2.426009413,2.1587703484,1.7678340636,2.7902556681
20120118 4:00,0,2.319641717,2.6976120954,3.5577870527,2.7039719255,3.281747867,4.2522150976
20120118 5:00,0,2.3469690667,3.5825450938,4.2828603934,2.7327180319,4.4596239675,5.2302957634
20120118 6:00,0.0181697279,1.673518352,4.3109342736,4.624372172,1.9512137158,5.4101804454,5.7512857186
20120118 7:00,0.1817152511,1.1071309527,4.4596509013,4.5950217745,1.2038149496,5.664243553,5.790753445
20120118 8:00,0.533922217,1.0030624153,4.5508146545,4.660048093,1.0376721991,5.9229577014,6.013168177
20120118 9:00,0.493422235,1.5252768383,4.6511868677,4.8948961901,1.8479226216,6.4822453661,6.7404987206
20120118 10:00,0.2210560368,1.167400861,4.3440847293,4.4982104114,1.3918826965,6.8746769396,7.0141656998
20120118 11:00,0.2762571439,-0.3883863377,3.8459070476,3.8654682725,-1.3000196393,6.2903899302,6.423321301
20120118 12:00,0.2488767478,-1.9044927271,3.208681621,3.7313175009,-3.6279670349,5.3915762819,6.4985567329
20120118 13:00,0.3118058301,-2.2619943572,2.6193401861,3.4608613787,-4.0903408479,4.5415985628,6.1120377746
20120118 14:00,0.2243179613,-2.3862776464,2.3357196205,3.3391476684,-4.2477135998,4.1468414689,5.9362753469
20120118 15:00,0.2736781568,-2.3765446177,2.0755806278,3.1553128629,-4.3894952432,3.8701045371,5.8519550253
20120118 16:00,0.3850149168,-2.5030739905,1.9135117332,3.1506993755,-4.6959579707,3.6927836039,5.9739996659
